"","team","W","L","W_L_ratio","SRS","SOS","TM_pt","OPPO_pt","PT_Ratio","Poss","True_S"
"287","St. John's (NY)",21,12,0.636,13.1,10.01,2313,2211,1.04613297150611,66.5,0.539
"288","Stanford",15,16,0.484,6.4,5.17,2058,2020,1.01881188118812,65.8,0.521
"289","Stephen F. Austin",18,11,0.621,-3.29,-7.73,1926,1643,1.17224589166159,63.2,0.534
"290","Stetson",8,23,0.258,-10.73,-2.86,1986,2228,0.891382405745063,66.5,0.506
"291","Stony Brook",15,17,0.469,-6.85,-6.2,1951,1934,1.00879007238883,62.9,0.477
"292","Syracuse",27,8,0.771,18.85,8.79,2568,2216,1.15884476534296,66,0.553
"293","Temple",26,8,0.765,12.35,4.23,2400,2124,1.12994350282486,65.5,0.532
"294","Tennessee-Martin",12,21,0.364,-12.77,-5,2264,2454,0.922575387123064,69.8,0.52
"295","Tennessee State",14,16,0.467,-7.12,-4.73,2044,2040,1.00196078431373,66,0.542
"296","Tennessee Tech",20,13,0.606,-5.64,-5.77,2462,2307,1.06718682271348,71.5,0.549
"297","Tennessee",19,15,0.559,11.08,8.73,2376,2296,1.03484320557491,67.1,0.515
"298","Texas A&M-Corpus Christi",10,21,0.323,-12.31,-2.09,1943,2194,0.88559708295351,66.4,0.511
"299","Texas A&M",24,9,0.727,12.62,5.94,2254,2009,1.1219512195122,63.1,0.537
"300","Texas-Arlington",13,16,0.448,-7.59,-5.47,2055,1993,1.03110888108379,70.6,0.541
"301","Texas Christian",11,22,0.333,0.96,3.93,2220,2318,0.95772217428818,67.7,0.519
"302","Texas-El Paso",25,10,0.714,8.83,2.47,2470,2225,1.11011235955056,67.6,0.549
"303","Texas-Rio Grande Valley",6,25,0.194,-16.55,-6.41,2114,2357,0.896902842596521,68.9,0.535
"304","Texas-San Antonio",20,14,0.588,-5.8,-4.93,2384,2363,1.00888700804063,68.7,0.532
"305","Texas Southern",19,13,0.594,-10.14,-9.02,2056,2092,0.982791586998088,67.7,0.517
"306","Texas State",16,16,0.5,-7.65,-5.89,2506,2510,0.998406374501992,76,0.534
"307","Texas Tech",13,19,0.406,4.02,6.18,2342,2411,0.971381169639154,70.4,0.535
"308","Texas",28,8,0.778,20.82,7.96,2701,2238,1.20688114387846,67.8,0.534
"309","Toledo",4,28,0.125,-14.75,-0.88,1853,2247,0.824655095683133,64.1,0.496
"310","Towson",4,26,0.133,-8.06,-0.52,2053,2279,0.900833698990785,65.5,0.533
"311","Troy",8,21,0.276,-9.48,-2.05,2076,2243,0.925546143557735,71,0.506
"312","Tulane",13,17,0.433,-0.28,-0.68,2057,1975,1.04151898734177,65.4,0.533
"313","Tulsa",19,13,0.594,6.06,3.25,2255,2165,1.04157043879908,66.2,0.542
"314","UCLA",23,11,0.676,11.7,7.93,2382,2254,1.05678793256433,66.7,0.539
"315","Utah State",30,4,0.882,13.23,0.5,2449,1995,1.22756892230576,64.1,0.569
"316","Utah Valley",19,11,0.633,-7.78,-9.97,2276,2054,1.1080817916261,69.4,0.554
"317","Utah",13,18,0.419,2.46,6.56,2078,2177,0.954524575103353,68.2,0.515
"318","Valparaiso",23,12,0.657,4.24,1.69,2564,2379,1.07776376628836,67.5,0.552
"319","Vanderbilt",23,11,0.676,15.1,6.86,2581,2301,1.12168622338114,67.6,0.573
"320","Vermont",23,9,0.719,0.14,-5.33,2147,1972,1.08874239350913,64.7,0.524
"321","Villanova",21,12,0.636,15.05,8.23,2384,2159,1.10421491431218,65.7,0.546
"322","Virginia Commonwealth",28,12,0.7,8.56,3.78,2864,2673,1.07145529367752,65.3,0.547
"323","VMI",18,13,0.581,-4.23,-5.45,2726,2545,1.07111984282908,78.5,0.563
"324","Virginia Tech",22,12,0.647,13.84,6.29,2390,2133,1.12048757618378,65.6,0.543
"325","Virginia",16,15,0.516,6.01,6.55,1918,1935,0.991214470284238,61.7,0.517
"326","Wagner",13,17,0.433,-6.54,-3.67,2029,2115,0.959338061465721,67.7,0.55
"327","Wake Forest",8,24,0.25,-4.43,5.51,2151,2469,0.871202916160389,70.7,0.524
"328","Washington State",22,13,0.629,12.27,6.81,2550,2359,1.08096651123357,68.5,0.549
"329","Washington",24,11,0.686,20.12,7.74,2907,2474,1.17502021018593,72,0.559
"330","Weber State",18,14,0.563,-1.64,-1.74,2243,2144,1.04617537313433,65.9,0.563
"331","West Virginia",21,12,0.636,16.15,11.03,2303,2134,1.07919400187441,64,0.528
"332","Western Carolina",18,15,0.545,-3.54,-2.86,2303,2275,1.01230769230769,69.5,0.505
"333","Western Illinois",7,23,0.233,-15.14,-4.43,1719,1945,0.883804627249357,63,0.504
"334","Western Kentucky",16,16,0.5,-3.8,-3.15,2242,2263,0.990720282810429,68.9,0.513
"335","Western Michigan",21,13,0.618,-0.7,-2.52,2440,2321,1.05127100387764,67.7,0.528
"336","Wichita State",29,8,0.784,12.57,1.79,2690,2281,1.17930732135028,64.4,0.568
"337","William & Mary",10,22,0.313,-4.38,0.49,2051,2174,0.943422263109476,63.5,0.553
"338","Winthrop",13,17,0.433,-5.38,-3.2,1973,2006,0.983549351944167,67,0.485
"339","Wisconsin",25,9,0.735,18.77,9.42,2310,1992,1.15963855421687,57.3,0.56
"340","Wofford",21,13,0.618,4.35,-1.21,2502,2313,1.08171206225681,64.6,0.563
"341","Wright State",19,14,0.576,3.22,1.45,2123,2035,1.04324324324324,62.2,0.543
"342","Wyoming",10,21,0.323,-3.16,3.53,2044,2161,0.945858398889403,68.1,0.514
"343","Xavier",24,8,0.75,11.88,4.41,2306,2067,1.11562651185293,65.3,0.56
"344","Yale",15,13,0.536,-2.91,-2.72,1908,1885,1.01220159151194,66.6,0.541
"345","Youngstown State",9,21,0.3,-6.4,0.93,2072,2226,0.930817610062893,69.6,0.499
